,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y
35221,77,148949,6,3818,0,30, Private, Married-civ-spouse, Other-service, Husband, Black, Male, United-States,0
35593,45,353824,10,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
12396,35,267966,7,0,0,50, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
26038,65,344152,14,5556,0,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
48247,51,155963,5,0,0,40, Private, Divorced, Transport-moving, Own-child, White, Male, United-States,0
17715,37,549174,9,0,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
23114,19,167149,10,0,0,25, Private, Never-married, Sales, Own-child, White, Female, United-States,0
16905,62,199193,9,0,0,25, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
4872,39,172538,9,0,0,50, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
14023,23,376416,13,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Male, United-States,0
40730,58,193720,9,0,0,20, Self-emp-not-inc, Divorced, Machine-op-inspct, Unmarried, White, Male, United-States,0
24307,42,191765,9,0,2339,40, Private, Never-married, Adm-clerical, Other-relative, Black, Female, Trinadad&Tobago,0
46469,61,48846,16,0,0,55, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
10092,22,347803,10,0,0,20, State-gov, Never-married, Adm-clerical, Not-in-family, Other, Male, United-States,0
9048,27,132686,8,0,0,50, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
45200,49,207772,9,0,0,40, Private, Divorced, Tech-support, Unmarried, White, Male, United-States,0
5981,44,236321,9,0,0,25, Local-gov, Divorced, Transport-moving, Own-child, White, Male, United-States,0
22054,22,333158,9,0,0,48, Private, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,0
5128,22,216134,10,0,0,40, Private, Never-married, Sales, Own-child, Black, Female, United-States,0
6884,35,200426,11,0,0,44, Private, Married-spouse-absent, Prof-specialty, Unmarried, White, Female, United-States,0
46596,46,118714,9,7298,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
42379,49,120121,13,0,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
27030,21,32950,10,0,0,40, Private, Never-married, Sales, Unmarried, White, Male, United-States,0
39930,33,37646,13,0,0,60, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
37972,39,148485,10,0,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
7010,37,190964,9,0,0,40, Private, Separated, Exec-managerial, Own-child, White, Male, United-States,0
46890,24,160968,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
41658,34,172714,13,0,0,45, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
33660,39,191103,9,0,0,54, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
2404,54,183611,10,3137,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
27747,72,121004,9,0,0,55, Without-pay, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
10770,38,116358,10,0,0,40, Private, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, Philippines,0
8444,39,114055,13,0,0,40, State-gov, Never-married, Exec-managerial, Not-in-family, White, Female, United-States,0
35815,28,183445,9,0,0,40, Private, Separated, Priv-house-serv, Own-child, White, Female, Guatemala,0
40339,24,174714,10,0,0,45, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
9718,49,163352,15,0,0,85, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
31712,24,280960,9,0,0,24, Private, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, United-States,0
20796,30,302438,9,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
46248,36,294760,11,0,0,50, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
41534,19,138946,4,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
47094,42,208347,7,0,0,40, Private, Never-married, Machine-op-inspct, Not-in-family, Other, Female, Puerto-Rico,0
47311,46,110646,12,0,0,56, Private, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,0
44332,28,114072,9,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
35529,36,144524,9,0,0,40, Private, Divorced, Machine-op-inspct, Unmarried, Black, Female, United-States,0
35835,56,178282,9,0,0,40, Private, Widowed, Craft-repair, Unmarried, White, Male, United-States,0
6582,35,120066,10,0,0,60, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, United-States,0
16849,40,32627,14,0,0,60, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
40650,50,320510,10,7298,0,56, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
47201,47,187581,13,0,0,48, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
28593,50,172970,9,0,0,40, State-gov, Married-civ-spouse, Transport-moving, Husband, White, Male, Puerto-Rico,0
14713,67,342175,14,2009,0,40, Local-gov, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
3992,52,177858,9,0,0,55, Private, Divorced, Craft-repair, Other-relative, White, Male, United-States,1
32219,28,175262,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male, United-States,0
27988,59,53304,13,0,0,50, Local-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
26103,33,188661,9,0,0,50, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
29294,33,31703,10,0,0,40, State-gov, Never-married, Other-service, Own-child, White, Male, United-States,0
23824,35,385847,10,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
26239,27,332785,9,0,0,38, Local-gov, Never-married, Protective-serv, Own-child, White, Male, United-States,0
34877,65,410199,13,9386,0,35, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
19547,23,214542,10,0,0,40, Private, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
4361,25,125159,12,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, Jamaica,0
6752,41,266530,9,0,0,45, Private, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, United-States,0
10793,67,279980,10,10605,0,10, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
35868,32,225064,9,0,0,40, Private, Divorced, Craft-repair, Own-child, White, Male, United-States,0
36458,50,268913,14,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, Iran,0
35392,27,191515,14,0,0,45, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
6321,20,116666,10,0,0,8, Private, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, India,0
47861,31,176185,9,0,0,40, State-gov, Divorced, Adm-clerical, Not-in-family, White, Male, United-States,0
37826,45,363298,13,0,0,45, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, Black, Male, United-States,1
19937,61,175331,6,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
7822,61,213321,9,0,0,40, Private, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,0
34593,30,45427,13,0,0,70, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
36168,34,127651,9,0,0,45, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
8180,58,94741,8,0,0,24, Private, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
32041,28,332249,9,0,0,45, Local-gov, Separated, Transport-moving, Own-child, White, Male, United-States,0
37776,36,263574,11,0,0,40, Private, Married-civ-spouse, Adm-clerical, Wife, White, Female, United-States,0
13086,22,180449,10,0,0,28, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
35175,33,114639,7,0,0,40, Self-emp-not-inc, Never-married, Farming-fishing, Unmarried, White, Male, United-States,0
9801,36,188069,10,0,0,50, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
24394,28,138692,13,0,1887,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
2938,47,239439,7,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, United-States,0
35391,47,102388,9,0,0,60, Self-emp-not-inc, Never-married, Transport-moving, Own-child, White, Male, United-States,0
16983,32,142675,9,0,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
48492,49,99401,10,0,0,45, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
48697,23,237811,10,0,0,40, Private, Never-married, Adm-clerical, Unmarried, Black, Female, Trinadad&Tobago,0
42404,35,151322,10,0,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
18808,45,293691,9,0,1590,40, Private, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Japan,0
6927,55,109015,10,0,0,38, Private, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,0
6139,30,108023,10,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
23022,34,100079,13,0,0,55, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, India,0
44553,38,81846,14,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, China,0
13448,60,103344,9,15024,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
44066,35,111499,9,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
7609,40,248406,10,0,0,32, Private, Divorced, Machine-op-inspct, Own-child, White, Male, United-States,0
32200,25,178025,14,0,0,40, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
30806,28,715938,13,0,0,40, Private, Never-married, Craft-repair, Own-child, Black, Male, United-States,0
8645,34,289731,7,0,0,40, Self-emp-not-inc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
13210,77,117898,13,0,0,50, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
497,23,403107,3,0,0,40, Private, Never-married, Other-service, Own-child, White, Male, El-Salvador,0
11426,47,173938,13,0,0,50, Local-gov, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
20502,52,177366,9,0,0,20, Private, Separated, Other-service, Other-relative, White, Female, United-States,0
32914,34,207564,10,0,0,12, Private, Married-civ-spouse, Other-service, Wife, White, Female, United-States,1
13982,46,226871,13,0,0,50, Local-gov, Divorced, Protective-serv, Not-in-family, Black, Male, United-States,1
7667,27,318639,6,0,0,60, Private, Never-married, Other-service, Not-in-family, White, Male, Mexico,0
3358,41,314322,9,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
34272,46,183610,14,0,0,40, Local-gov, Separated, Prof-specialty, Unmarried, White, Female, United-States,0
13956,23,218445,3,0,0,12, Private, Never-married, Priv-house-serv, Unmarried, White, Female, Mexico,0
28710,22,141028,9,0,0,30, Private, Never-married, Other-service, Own-child, Black, Male, United-States,0
35167,54,147629,14,7298,0,35, Federal-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
2337,22,230574,6,0,0,25, Private, Never-married, Transport-moving, Own-child, White, Male, United-States,0
36809,32,164519,13,0,0,55, Private, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,0
7373,35,226789,10,0,0,58, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
16366,42,190767,11,0,0,40, Private, Divorced, Tech-support, Unmarried, White, Female, United-States,0
24045,36,107916,9,0,2002,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
47068,38,108293,11,0,0,38, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
3818,40,181265,10,0,0,52, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
48624,22,171041,13,0,0,40, Self-emp-inc, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
15648,26,93806,10,0,0,55, Self-emp-not-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
24114,31,149507,8,0,0,43, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
27059,59,279232,6,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, Puerto-Rico,0
25486,22,147253,10,0,0,15, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
48771,24,205883,9,0,0,40, Private, Never-married, Adm-clerical, Unmarried, Black, Female, United-States,0
24659,62,232308,13,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
12154,37,179731,9,0,0,35, Private, Never-married, Other-service, Unmarried, White, Female, United-States,0
5806,47,102771,9,0,0,50, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
14696,26,318934,6,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,0
39182,53,31909,11,0,0,45, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
35883,36,154410,13,0,1902,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
28061,51,128272,10,0,0,40, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
14432,21,275395,10,0,0,40, Private, Never-married, Craft-repair, Own-child, White, Male, United-States,0
32388,40,260425,12,1471,0,32, Private, Separated, Tech-support, Unmarried, White, Female, United-States,0
3653,31,286675,9,0,0,50, Private, Divorced, Craft-repair, Own-child, White, Male, United-States,0
30945,49,193366,14,0,0,65, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
8125,53,35295,13,0,0,60, Self-emp-not-inc, Never-married, Sales, Unmarried, White, Male, United-States,1
37199,29,125791,12,0,0,38, Private, Never-married, Exec-managerial, Other-relative, White, Female, United-States,0
32989,47,104301,7,0,0,45, Private, Never-married, Other-service, Own-child, White, Female, United-States,0
1250,51,229465,14,15024,0,50, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
43213,37,168166,10,0,0,40, Self-emp-not-inc, Divorced, Sales, Unmarried, White, Female, United-States,0
34384,40,79488,9,0,0,40, Private, Separated, Other-service, Not-in-family, White, Female, United-States,0
44312,26,136309,12,0,0,50, Private, Never-married, Tech-support, Not-in-family, White, Male, United-States,0
16007,26,169323,14,0,0,40, State-gov, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
31177,50,128814,9,0,0,25, Private, Divorced, Other-service, Unmarried, White, Female, United-States,0
34758,47,337825,10,0,0,45, Self-emp-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
